content_id,shot_id,generation_mode,source_first_frame,copy_first_frame,source_sha256,copy_sha256,prompt_file,prompt_sha256,timeline,minimum_grok_source_seconds,raw_output_template,pack_status
HC20260810-006,S02,deterministic_post,09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S02-firstframe.png,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-006-v01-S02-firstframe.png,20a14d22ade2122be92f23655185bab3989fed4297de61867b0d795afc64c616,20a14d22ade2122be92f23655185bab3989fed4297de61867b0d795afc64c616,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-006-v01-S02-prompt-zh-en.txt,eda1b0f66b844f6ec832998fa0e931c5326a1a05b814e5be03d9e616732b5f76,04.00-09.90,0.00,09_泛健康日更/work/HC20260810-006/production/v01/06_edit/01_rough_cut/HC20260810-006-v01-S02-deterministic-post.mp4,verified
HC20260810-006,S03,grok_manual,09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S03-firstframe.png,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-006-v01-S03-firstframe.png,60de6bec80a1df458d969ca5dea06462e87b04b8313e36922837217cf3e11128,60de6bec80a1df458d969ca5dea06462e87b04b8313e36922837217cf3e11128,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-006-v01-S03-prompt-zh-en.txt,a098fa16859effc56b633bde37f613812e7585a1be25690c61c254f74bdde813,09.90-14.80,4.90,09_泛健康日更/work/HC20260810-006/production/v01/05_grok_videos/01_raw/HC20260810-006-v01-S03-takeNN.mp4,verified
HC20260810-006,S04,grok_manual,09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S04-firstframe.png,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-006-v01-S04-firstframe.png,36df82d591b4f379ef6aa15a46d7c3d3ec6837a8d9c627e02eea470d304371ce,36df82d591b4f379ef6aa15a46d7c3d3ec6837a8d9c627e02eea470d304371ce,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-006-v01-S04-prompt-zh-en.txt,df97eca28aa733537823a4524179a3a2be1ee3ac2d446f7130fca51960b3e881,14.80-20.00,5.20,09_泛健康日更/work/HC20260810-006/production/v01/05_grok_videos/01_raw/HC20260810-006-v01-S04-takeNN.mp4,verified
HC20260810-006,S05,grok_manual,09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S05-firstframe.png,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-006-v01-S05-firstframe.png,43e64290ae7dad7d101e4aeac18425c466d4f42df51b74dbb11c3c289b29b73d,43e64290ae7dad7d101e4aeac18425c466d4f42df51b74dbb11c3c289b29b73d,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-006-v01-S05-prompt-zh-en.txt,eca60cefa7aaafea2fa2107bfaf63a8231c51777bd554b4eb45cc17171a71a68,20.00-25.20,5.20,09_泛健康日更/work/HC20260810-006/production/v01/05_grok_videos/01_raw/HC20260810-006-v01-S05-takeNN.mp4,verified
HC20260810-006,S06,grok_manual,09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S06-firstframe.png,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-006-v01-S06-firstframe.png,f5681f85197e05004527028eb3752087183ed0f3c3e29b8aa9930cb0dfbde5b8,f5681f85197e05004527028eb3752087183ed0f3c3e29b8aa9930cb0dfbde5b8,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-006-v01-S06-prompt-zh-en.txt,d6e7e2a10d1d57c155e51a7f96b17f09cdfa979079f088117ff76252f1e8e86f,25.20-30.50,5.30,09_泛健康日更/work/HC20260810-006/production/v01/05_grok_videos/01_raw/HC20260810-006-v01-S06-takeNN.mp4,verified
HC20260810-006,S07,grok_manual,09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S07-firstframe.png,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-006-v01-S07-firstframe.png,8ef36806244aa23ec5c2de5b6352ac4cdedc441ea4e5d4a0e4884703c1c3c7fd,8ef36806244aa23ec5c2de5b6352ac4cdedc441ea4e5d4a0e4884703c1c3c7fd,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-006-v01-S07-prompt-zh-en.txt,46100f24f374183693fbeaf528eb5780d09526c7d9d84715f32dbab9f3e9c2a2,30.50-35.90,5.40,09_泛健康日更/work/HC20260810-006/production/v01/05_grok_videos/01_raw/HC20260810-006-v01-S07-takeNN.mp4,verified
HC20260810-006,S08,grok_manual,09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S08-firstframe.png,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-006-v01-S08-firstframe.png,3b87681f9f908d12f5810ad567b3d95352d7907432458e11dd3d6072fbca223f,3b87681f9f908d12f5810ad567b3d95352d7907432458e11dd3d6072fbca223f,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-006-v01-S08-prompt-zh-en.txt,8f1c2b614cd3d28302b1eeca6ddcf1d4d03385220a4dfd0d5240defd83d61a2a,35.90-41.40,5.50,09_泛健康日更/work/HC20260810-006/production/v01/05_grok_videos/01_raw/HC20260810-006-v01-S08-takeNN.mp4,verified
HC20260810-006,S09,deterministic_post,09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S09-firstframe.png,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-006-v01-S09-firstframe.png,88b13bc976ce3192467d267dddc7536c870200c0a5c369cff1b268dccfcc4b8c,88b13bc976ce3192467d267dddc7536c870200c0a5c369cff1b268dccfcc4b8c,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-006-v01-S09-prompt-zh-en.txt,8ffae51479c6df6c655c391afc451d40984a5c694c909ce4193161691a6f6fe5,41.40-47.50,0.00,09_泛健康日更/work/HC20260810-006/production/v01/06_edit/01_rough_cut/HC20260810-006-v01-S09-deterministic-post.mp4,verified
HC20260810-006,S10,deterministic_post,09_泛健康日更/work/HC20260810-006/production/v01/03_first_frames/HC20260810-006-v01-S10-firstframe.png,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-006-v01-S10-firstframe.png,6da9004450024f7c3df3fffe3e0e18fdf3f1d3751327855dbb2abe78f68ddadd,6da9004450024f7c3df3fffe3e0e18fdf3f1d3751327855dbb2abe78f68ddadd,09_泛健康日更/work/HC20260810-006/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-006-v01-S10-prompt-zh-en.txt,945db4a0e8c016b68d039d3cd21ee97587c94f5a6a685893d29402523e09c5df,47.50-54.00,0.00,09_泛健康日更/work/HC20260810-006/production/v01/06_edit/01_rough_cut/HC20260810-006-v01-S10-deterministic-post.mp4,verified
HC20260810-007,S01,grok_manual,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S01-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S01-firstframe.png,16ec5daff52082f399981e9e98d0986a5c055ecc54a3ac95af8968fedc787cf7,16ec5daff52082f399981e9e98d0986a5c055ecc54a3ac95af8968fedc787cf7,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S01-prompt-zh-en.txt,252567df00264198872d5097b38fd18c8038a8d86addf4d53a25eb7e12273fb9,00.00-04.00,4.00,09_泛健康日更/work/HC20260810-007/production/v01/05_grok_videos/01_raw/HC20260810-007-v01-S01-takeNN.mp4,verified
HC20260810-007,S02,grok_manual,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S02-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S02-firstframe.png,03689ddc5d1c7b70f6d8d470a3f9cd6390be49e9cfe656594f01052be5f71f83,03689ddc5d1c7b70f6d8d470a3f9cd6390be49e9cfe656594f01052be5f71f83,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S02-prompt-zh-en.txt,f29232890fb397896f659d1c29b76dbf3c34d021ed1063c0ae926077f520b474,04.00-09.40,5.40,09_泛健康日更/work/HC20260810-007/production/v01/05_grok_videos/01_raw/HC20260810-007-v01-S02-takeNN.mp4,verified
HC20260810-007,S03,grok_manual,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S03-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S03-firstframe.png,2708995cb40bf82de0a015a0465d0be4561e520e8d85c672eb6ffcc04967826d,2708995cb40bf82de0a015a0465d0be4561e520e8d85c672eb6ffcc04967826d,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S03-prompt-zh-en.txt,7a5531744257bb4645e58845f538b3a7bc4307a21f9d5d7bf752ad7d6a99c9be,09.40-14.70,5.30,09_泛健康日更/work/HC20260810-007/production/v01/05_grok_videos/01_raw/HC20260810-007-v01-S03-takeNN.mp4,verified
HC20260810-007,S04,deterministic_post,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S04-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S04-firstframe.png,06b655be8f317a9cf70150074d0412d53fa7856f6c9852587d5f75a978467693,06b655be8f317a9cf70150074d0412d53fa7856f6c9852587d5f75a978467693,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S04-prompt-zh-en.txt,2fe6743e7db9b38869d4c26048ee4660d186bfd276376532e6b6520fd6897fcf,14.70-20.00,0.00,09_泛健康日更/work/HC20260810-007/production/v01/06_edit/01_rough_cut/HC20260810-007-v01-S04-deterministic-post.mp4,verified
HC20260810-007,S05,grok_manual,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S05-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S05-firstframe.png,4c6d64ae276c0099e7aeb07be81dff37d2670bec8955eb3bd97aa9b9c5aa661d,4c6d64ae276c0099e7aeb07be81dff37d2670bec8955eb3bd97aa9b9c5aa661d,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S05-prompt-zh-en.txt,90dd0d56033e602761c682d9e90997f89b0e4ceeaca73fb9539db94ae393c24b,20.00-25.40,5.40,09_泛健康日更/work/HC20260810-007/production/v01/05_grok_videos/01_raw/HC20260810-007-v01-S05-takeNN.mp4,verified
HC20260810-007,S06,grok_manual,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S06-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S06-firstframe.png,57ec7fd4f7f4d9dc9a1c5ab226cba8832a982f971179b2f769cbf0659d331b05,57ec7fd4f7f4d9dc9a1c5ab226cba8832a982f971179b2f769cbf0659d331b05,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S06-prompt-zh-en.txt,c17fd9a9ac557e116d4ad47a03aabc4e7bb4b3e2257ee2f8e0c1c3f7c70a7c07,25.40-30.90,5.50,09_泛健康日更/work/HC20260810-007/production/v01/05_grok_videos/01_raw/HC20260810-007-v01-S06-takeNN.mp4,verified
HC20260810-007,S07,deterministic_post,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S07-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S07-firstframe.png,4911caa0c6d9fc7389d81091ee5212e6bee31369a1f4b13f8eb88a205b480d56,4911caa0c6d9fc7389d81091ee5212e6bee31369a1f4b13f8eb88a205b480d56,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S07-prompt-zh-en.txt,bef787e61205b26e61e99c6988a383f3bc77a66ecd8bfb20c8dd00dc1031ba8a,30.90-36.40,0.00,09_泛健康日更/work/HC20260810-007/production/v01/06_edit/01_rough_cut/HC20260810-007-v01-S07-deterministic-post.mp4,verified
HC20260810-007,S08,deterministic_post,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S08-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S08-firstframe.png,2bf5d72920dfacf14e7b8d17e7d8eee7685accb8872894765f3f6aefc75fe73e,2bf5d72920dfacf14e7b8d17e7d8eee7685accb8872894765f3f6aefc75fe73e,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S08-prompt-zh-en.txt,872b2bd6b97edb85ec8dffda0f7e25739c30cf4b4b120127227581b46c55a4e8,36.40-42.90,0.00,09_泛健康日更/work/HC20260810-007/production/v01/06_edit/01_rough_cut/HC20260810-007-v01-S08-deterministic-post.mp4,verified
HC20260810-007,S09,grok_manual,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S09-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S09-firstframe.png,c487d88970416e894fb900afba52dc81f73564480cecd80bc01847c457e1413d,c487d88970416e894fb900afba52dc81f73564480cecd80bc01847c457e1413d,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S09-prompt-zh-en.txt,de2165316b8ec9cc0ca1b330b37f9ac338ba42f22ad6fa9a36afd7483b4b4ebb,42.90-49.30,5.80,09_泛健康日更/work/HC20260810-007/production/v01/05_grok_videos/01_raw/HC20260810-007-v01-S09-takeNN.mp4,verified
HC20260810-007,S10,deterministic_post,09_泛健康日更/work/HC20260810-007/production/v01/03_first_frames/HC20260810-007-v01-S10-firstframe.png,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-007-v01-S10-firstframe.png,bdf5b8d7459aa4c8011c3b0993fae9f1510f8f8b53888e739adc7f18d70e9d59,bdf5b8d7459aa4c8011c3b0993fae9f1510f8f8b53888e739adc7f18d70e9d59,09_泛健康日更/work/HC20260810-007/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-007-v01-S10-prompt-zh-en.txt,3db7254ed48c532aa888499901620dc4d3be0565fa0ce40e12b1a1d487bf05d6,49.30-56.00,0.00,09_泛健康日更/work/HC20260810-007/production/v01/06_edit/01_rough_cut/HC20260810-007-v01-S10-deterministic-post.mp4,verified
HC20260810-008,S01,grok_manual,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S01-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S01-firstframe.png,002ab59747f69f72d24e58104048b803e386db6946054d457e62fb8b7a0dde86,002ab59747f69f72d24e58104048b803e386db6946054d457e62fb8b7a0dde86,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S01-prompt-zh-en.txt,36334acb8e52e0c2e60de0bce772dc6e6570e5beec4ab7704d4d948305a6f184,00.00-04.00,4.00,09_泛健康日更/work/HC20260810-008/production/v01/05_grok_videos/01_raw/HC20260810-008-v01-S01-takeNN.mp4,verified
HC20260810-008,S02,deterministic_post,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S02-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S02-firstframe.png,84197b437f9336c7063b867f67af04acb7dd1d3fdd6e24452bc87dcf64312cb9,84197b437f9336c7063b867f67af04acb7dd1d3fdd6e24452bc87dcf64312cb9,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S02-prompt-zh-en.txt,f6d4762c0737f37be360b9ffc9f504f431ec971fe763140238b6026ae552b48f,04.00-09.20,0.00,09_泛健康日更/work/HC20260810-008/production/v01/06_edit/01_rough_cut/HC20260810-008-v01-S02-deterministic-post.mp4,verified
HC20260810-008,S03,grok_manual,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S03-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S03-firstframe.png,8ecebf818b6d9971d2b59f9fae7b8f43bc09b84d74b2afe0d65fba4715bcf9f3,8ecebf818b6d9971d2b59f9fae7b8f43bc09b84d74b2afe0d65fba4715bcf9f3,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S03-prompt-zh-en.txt,845d878beb332a9abf4d9d75f45641c89156f592b9dcfb0eb399b30b1da37810,09.20-14.50,5.30,09_泛健康日更/work/HC20260810-008/production/v01/05_grok_videos/01_raw/HC20260810-008-v01-S03-takeNN.mp4,verified
HC20260810-008,S04,grok_manual,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S04-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S04-firstframe.png,6c9b2689e407458d1bc761769a300db31ab55243fd80da2588584aab3420378b,6c9b2689e407458d1bc761769a300db31ab55243fd80da2588584aab3420378b,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S04-prompt-zh-en.txt,98a36fca67b519d5acc695b27924f2f222f2fbe83ca0988d1406a47a61f4fb2c,14.50-19.80,5.30,09_泛健康日更/work/HC20260810-008/production/v01/05_grok_videos/01_raw/HC20260810-008-v01-S04-takeNN.mp4,verified
HC20260810-008,S05,deterministic_post,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S05-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S05-firstframe.png,c6034c67f12693a0470b16aa06868e8cfc344df45086021f7854735c22d661e8,c6034c67f12693a0470b16aa06868e8cfc344df45086021f7854735c22d661e8,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S05-prompt-zh-en.txt,61132dc3ff1b1a3bb51ee8a00e9581b15f5719432c38457e0266da4f046af6ca,19.80-25.20,0.00,09_泛健康日更/work/HC20260810-008/production/v01/06_edit/01_rough_cut/HC20260810-008-v01-S05-deterministic-post.mp4,verified
HC20260810-008,S06,grok_manual,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S06-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S06-firstframe.png,8dcbb571e735c6e6dd6ff38d2841ec7596d836f5f48ad3aebf680a2f78072664,8dcbb571e735c6e6dd6ff38d2841ec7596d836f5f48ad3aebf680a2f78072664,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S06-prompt-zh-en.txt,2a1f1ba6c6029e45a45aebbce73ef519e6f3c91c0eada53b1341b5cc729efc4e,25.20-30.70,5.50,09_泛健康日更/work/HC20260810-008/production/v01/05_grok_videos/01_raw/HC20260810-008-v01-S06-takeNN.mp4,verified
HC20260810-008,S07,deterministic_post,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S07-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S07-firstframe.png,2f6d97df70fb1d476a3a77cfb3c5099b63df725f740a836752719576e24140cd,2f6d97df70fb1d476a3a77cfb3c5099b63df725f740a836752719576e24140cd,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S07-prompt-zh-en.txt,5fb3e6932340327dd0f9584284600ee4606a36aa21f39bdace1abdd1e5466561,30.70-36.20,0.00,09_泛健康日更/work/HC20260810-008/production/v01/06_edit/01_rough_cut/HC20260810-008-v01-S07-deterministic-post.mp4,verified
HC20260810-008,S08,deterministic_post,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S08-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S08-firstframe.png,3c98beb544d663af85a44bc401bbb3ff5d564001320032188a17a4b1a7862737,3c98beb544d663af85a44bc401bbb3ff5d564001320032188a17a4b1a7862737,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S08-prompt-zh-en.txt,9e33f97b83baacc444eff8dbf2c2f2ca665ba957fa42bfdf5f1183a96f6fb718,36.20-41.80,0.00,09_泛健康日更/work/HC20260810-008/production/v01/06_edit/01_rough_cut/HC20260810-008-v01-S08-deterministic-post.mp4,verified
HC20260810-008,S09,grok_manual,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S09-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S09-firstframe.png,b56dfa9702d007b1811e1fef74de6c09d6a2236c2ee6eb0b5571a50c13ffee3c,b56dfa9702d007b1811e1fef74de6c09d6a2236c2ee6eb0b5571a50c13ffee3c,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S09-prompt-zh-en.txt,19c86a7aeebb4af32d503e72de4491e08bbf84d5beb64b6eb0209c085cf8f529,41.80-48.20,5.80,09_泛健康日更/work/HC20260810-008/production/v01/05_grok_videos/01_raw/HC20260810-008-v01-S09-takeNN.mp4,verified
HC20260810-008,S10,deterministic_post,09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S10-firstframe.png,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-008-v01-S10-firstframe.png,8073574da8f41c7f56985ef09736c516a4e73841507594fb704317cb021b0320,8073574da8f41c7f56985ef09736c516a4e73841507594fb704317cb021b0320,09_泛健康日更/work/HC20260810-008/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-008-v01-S10-prompt-zh-en.txt,25592a3794b1bfaff5c3bf32cfc8abf4f8688d5de5a93bb83f65d1a83aca6916,48.20-56.00,0.00,09_泛健康日更/work/HC20260810-008/production/v01/06_edit/01_rough_cut/HC20260810-008-v01-S10-deterministic-post.mp4,verified
HC20260810-009,S01,grok_manual,09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S01-firstframe.png,09_泛健康日更/work/HC20260810-009/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-009-v01-S01-firstframe.png,a7478087be87307fb311fdf9c9cf38b2ca0edd390c7855b5f255def244be9f29,a7478087be87307fb311fdf9c9cf38b2ca0edd390c7855b5f255def244be9f29,09_泛健康日更/work/HC20260810-009/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-009-v01-S01-prompt-zh-en.txt,fb636ade3df75af0d4f81a60b389f764985cbfafcb83fb2c81800cb9ba11bee3,00.00-04.00,4.00,09_泛健康日更/work/HC20260810-009/production/v01/05_grok_videos/01_raw/HC20260810-009-v01-S01A-takeNN.mp4|09_泛健康日更/work/HC20260810-009/production/v01/05_grok_videos/01_raw/HC20260810-009-v01-S01B-takeNN.mp4,verified
HC20260810-009,S02,deterministic_post,09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S02-firstframe.png,09_泛健康日更/work/HC20260810-009/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-009-v01-S02-firstframe.png,c3dd0d51f8c94117ab0a3edf1d83f5a3de52b2f0f17ef7cb2a4742ae4448361c,c3dd0d51f8c94117ab0a3edf1d83f5a3de52b2f0f17ef7cb2a4742ae4448361c,09_泛健康日更/work/HC20260810-009/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-009-v01-S02-prompt-zh-en.txt,8449ee45f34837fb590b4ae6ab2cde83d3dfec58042543364101d1be6df837f1,04.00-09.30,0.00,09_泛健康日更/work/HC20260810-009/production/v01/06_edit/01_rough_cut/HC20260810-009-v01-S02-deterministic-post.mp4,verified
HC20260810-009,S03,grok_manual,09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S03-firstframe.png,09_泛健康日更/work/HC20260810-009/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-009-v01-S03-firstframe.png,86fc24aa09c3af1a6f29257659c3da062814161bfd49dd1289dee85b130eef6e,86fc24aa09c3af1a6f29257659c3da062814161bfd49dd1289dee85b130eef6e,09_泛健康日更/work/HC20260810-009/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-009-v01-S03-prompt-zh-en.txt,1fc5bc2724ea01c27619671bbfd288786f6c90c876424d0ad0e52d4c64021dca,09.30-14.60,5.30,09_泛健康日更/work/HC20260810-009/production/v01/05_grok_videos/01_raw/HC20260810-009-v01-S03-takeNN.mp4,verified
HC20260810-009,S04,grok_manual,09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S04-firstframe.png,09_泛健康日更/work/HC20260810-009/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-009-v01-S04-firstframe.png,1b607d4b6c9f4d2fe3d9f9f3a4e5bac70d9b76738ec25fd922a7c4bfdce5d92a,1b607d4b6c9f4d2fe3d9f9f3a4e5bac70d9b76738ec25fd922a7c4bfdce5d92a,09_泛健康日更/work/HC20260810-009/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-009-v01-S04-prompt-zh-en.txt,23ed2f39cfe792b35d8c382c0a72b7f4fb252ca3956c3d0a5b3d5cf7240787dc,14.60-19.90,5.30,09_泛健康日更/work/HC20260810-009/production/v01/05_grok_videos/01_raw/HC20260810-009-v01-S04-takeNN.mp4,verified
